species,common_name,taxon_class,area_id,lat,lon,date
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.64692,118.35339,2012-08-07
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.98526,117.40547,2012-08-10
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.50962,118.50356,2012-08-14
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.16586,117.48374,2012-08-21
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.29208,117.88445,2012-09-05
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.70358,117.64117,2012-09-07
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.84969,117.8353,2012-09-29
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.89256,117.06381,2012-10-02
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.77122,118.17685,2012-10-10
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.05875,117.86149,2012-10-27
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.08938,118.00717,2012-11-07
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.90428,117.62181,2012-12-21
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.82506,117.95176,2012-12-22
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.22839,117.88236,2013-01-22
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.23688,117.58104,2013-02-09
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.2636,117.75839,2013-02-16
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.97054,117.867,2013-02-20
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.20359,117.5992,2013-04-27
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.78084,117.65522,2013-05-01
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.93948,117.91958,2013-05-02
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.98217,117.79312,2013-05-05
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,4.8561,117.26751,2013-05-07
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.53033,118.56306,2013-05-09
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.36793,117.09875,2013-05-10
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.01658,117.85789,2013-05-13
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,4.98135,117.80395,2013-05-17
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.79399,117.72881,2013-05-20
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.44687,117.39308,2013-06-02
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.08558,117.99275,2013-06-07
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.48175,117.66297,2013-06-11
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.33222,117.48418,2013-06-12
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.00602,117.84074,2013-06-17
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,4.98649,117.74293,2013-06-19
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.42788,117.74144,2013-07-07
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.06457,117.22863,2013-07-13
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.63229,118.10345,2013-07-13
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.41746,118.09285,2013-07-24
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.7677,117.59775,2013-07-25
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.54849,118.13566,2013-08-04
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.57016,117.73813,2013-08-11
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.2985,117.63423,2013-08-18
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.50937,117.53578,2013-08-28
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.16482,118.00701,2013-09-09
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.96747,117.94936,2013-09-11
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.97079,117.78368,2013-09-20
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.76902,117.70219,2013-09-21
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.16236,117.16667,2013-09-21
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.08357,117.07277,2013-09-22
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.59385,118.27113,2013-09-24
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.21671,118.15255,2013-10-07
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,5.25379,117.37578,2013-10-11
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.10514,117.54789,2013-10-16
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.98104,117.80915,2013-10-27
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.05608,117.87404,2013-12-05
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.72731,117.71884,2013-12-25
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.62747,117.25656,2014-01-12
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.98033,117.82313,2014-01-28
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.35323,118.17802,2014-02-02
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.05859,117.52481,2014-03-04
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.21441,117.64217,2014-03-08
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.57023,117.90828,2014-03-09
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,5.31101,117.78808,2014-03-29
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.00222,117.78647,2014-04-17
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.53784,117.6738,2014-04-18
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.1537,117.97113,2014-04-22
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.66985,117.971,2014-04-28
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.17094,118.25867,2014-04-29
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.77349,117.21477,2014-05-07
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.79165,118.62954,2014-05-07
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.13593,117.6491,2014-05-09
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.37152,117.19417,2014-05-09
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.90876,117.38579,2014-05-21
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.56843,117.85831,2014-05-28
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.17403,118.01155,2014-06-05
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.0308,117.8946,2014-06-17
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.85726,118.31928,2014-06-18
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.92717,117.91438,2014-06-21
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.42482,118.11339,2014-06-28
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.24745,118.40806,2014-06-29
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.27461,118.25647,2014-06-29
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.86314,117.73402,2014-07-03
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.15996,117.10396,2014-08-02
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.51856,118.06702,2014-08-06
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.0127,117.70428,2014-08-09
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.39941,117.13795,2014-08-24
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.50953,117.84146,2014-08-26
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.6295,117.21409,2014-09-01
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.98394,117.46454,2014-09-10
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.6669,118.06665,2014-09-22
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.43556,117.6576,2014-10-13
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.03477,117.6569,2014-12-11
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,5.65804,117.86438,2014-12-14
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.37698,117.7958,2014-12-17
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.94782,117.55863,2014-12-19
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.85561,117.7563,2014-12-19
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.40906,117.70141,2014-12-19
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.18553,118.53696,2014-12-22
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.78112,117.52499,2014-12-29
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,5.42251,118.39719,2015-01-11
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.7425,117.40864,2015-01-14
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.54074,117.6503,2015-02-09
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.06988,118.29473,2015-02-11
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.57264,117.79616,2015-03-08
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.71923,117.84397,2015-03-13
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.41006,117.72675,2015-03-20
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.93769,117.77935,2015-03-28
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.30429,117.59514,2015-04-02
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,5.40946,117.67666,2015-04-23
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.94779,117.94359,2015-04-27
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.6094,117.68822,2015-05-05
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.89198,118.3653,2015-05-06
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.7062,117.33117,2015-05-10
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.27211,117.89653,2015-05-29
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.80311,117.40862,2015-06-09
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.99046,118.00163,2015-06-19
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.6008,118.61555,2015-06-27
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.61002,118.39956,2015-07-01
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,5.10057,117.51647,2015-07-04
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.0484,118.05918,2015-08-08
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.93614,117.78662,2015-08-09
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.71452,118.00998,2015-09-13
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.70935,117.70151,2015-09-17
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.63128,117.99645,2015-10-01
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.8346,117.94706,2015-10-03
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.90403,116.91134,2015-10-05
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.19499,117.61262,2015-11-04
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.88742,117.91752,2015-11-27
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,4.79502,118.51199,2015-11-27
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.90666,117.74004,2015-12-05
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.79244,118.05961,2015-12-23
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.87828,117.40501,2016-01-04
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.81833,118.08848,2016-02-07
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.36763,117.89225,2016-02-09
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.96891,117.85389,2016-02-16
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.65827,118.03092,2016-02-24
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.06751,117.83548,2016-02-26
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.43069,118.31757,2016-03-03
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.60441,117.51494,2016-03-03
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.31009,117.75488,2016-03-21
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.4465,117.20657,2016-03-30
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.58732,117.89128,2016-04-07
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.56617,118.14823,2016-04-11
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.29543,117.3498,2016-04-12
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.32432,118.50507,2016-04-18
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.97187,118.14019,2016-04-18
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.42609,118.2803,2016-04-27
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.53295,117.0805,2016-05-01
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.78495,117.49739,2016-05-21
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.31902,117.34467,2016-05-24
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.33523,118.07685,2016-06-02
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.51432,117.57808,2016-06-05
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.84593,116.99134,2016-06-11
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,5.4175,117.76156,2016-06-12
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.63632,118.48648,2016-06-20
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.9148,117.48227,2016-07-06
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.23118,118.5753,2016-07-11
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.61269,117.02835,2016-07-13
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.70932,117.45114,2016-07-14
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.21995,117.23837,2016-07-18
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.14604,118.16617,2016-07-24
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.77552,117.61695,2016-07-28
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.48719,117.60187,2016-08-03
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.62076,117.99973,2016-08-20
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.73039,117.71363,2016-08-21
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.8413,117.49981,2016-08-27
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.23023,118.1026,2016-09-02
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.88777,117.96811,2016-09-06
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.89566,117.82366,2016-09-13
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.98254,117.81099,2016-09-15
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.5068,117.68222,2016-09-19
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.32408,118.13964,2016-09-21
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.55463,117.20361,2016-09-30
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.349,117.77346,2016-10-04
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.89491,118.01869,2016-10-29
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.96606,117.81006,2016-11-06
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.99944,117.74925,2016-11-15
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.98325,117.25918,2016-11-27
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,5.86185,117.88373,2017-01-12
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,4.8808,117.13298,2017-01-19
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.83235,117.91242,2017-02-11
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.69792,117.47557,2017-02-20
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.2966,117.58513,2017-03-05
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.12312,117.58855,2017-03-08
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.00158,117.82051,2017-03-09
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.16582,117.57321,2017-03-15
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.36654,117.61306,2017-03-28
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.49753,117.44326,2017-03-30
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.69889,117.79069,2017-04-03
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.92449,117.93316,2017-04-09
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.99542,117.84049,2017-04-13
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.19738,117.89342,2017-04-14
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.29746,118.05121,2017-04-16
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.15134,117.97025,2017-04-19
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.92807,117.65885,2017-04-20
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.90359,118.28917,2017-04-25
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.62475,117.89221,2017-05-01
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.27125,118.57923,2017-05-15
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.54805,117.67623,2017-05-21
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.83074,117.69722,2017-05-27
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.64558,117.49927,2017-06-03
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.00851,118.27603,2017-07-01
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.26371,117.93383,2017-07-08
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.5882,118.00934,2017-07-09
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.10371,117.83169,2017-07-11
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.57083,117.72395,2017-07-14
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.54495,117.75613,2017-07-19
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.85699,117.92108,2017-07-22
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.21807,117.18803,2017-07-25
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.28551,117.49529,2017-08-10
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.65894,118.34196,2017-08-26
Neofelis diardi,Sunda Clouded Leopard,Mammalia,borneo_rainforest,5.59026,117.21265,2017-09-09
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.99624,117.44763,2017-09-18
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.51311,118.01771,2017-09-23
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.25734,117.68471,2017-10-02
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.7833,117.93843,2017-11-07
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.29936,117.6883,2017-11-09
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,4.77223,118.25703,2017-11-13
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,5.47743,117.22146,2017-12-02
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.97074,117.62362,2017-12-07
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.97048,117.76277,2017-12-09
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,5.86234,117.79178,2017-12-27
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.17766,117.64925,2017-12-29
Nasalis larvatus,Proboscis Monkey,Mammalia,borneo_rainforest,5.07095,118.15558,2018-01-12
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,5.10508,117.65984,2018-01-27
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.52076,118.07073,2018-02-02
Elephas maximus,Asian Elephant,Mammalia,borneo_rainforest,4.35806,117.3261,2018-02-05
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.23842,117.45738,2018-02-14
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.75558,118.12681,2018-02-28
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.90434,117.88503,2018-03-05
Buceros rhinoceros,Rhinoceros Hornbill,Aves,borneo_rainforest,4.92342,117.11657,2018-03-17
Pongo pygmaeus,Bornean Orangutan,Mammalia,borneo_rainforest,4.94775,117.78569,2018-04-02
