area_id,date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,cloudcover_mean
brisbane_urban,2011-12-08,23.9,18.73,3.2,15.41,39.76
brisbane_urban,2011-12-09,29.48,22.05,5.03,15.96,53.68
brisbane_urban,2011-12-10,28.91,17.3,0.69,18.15,61.58
brisbane_urban,2011-12-11,25.15,19.18,2.73,10.93,60.71
brisbane_urban,2011-12-12,30.12,14.61,14.51,12.67,59.54
brisbane_urban,2011-12-13,27.63,25.48,4.06,15.24,18.36
brisbane_urban,2011-12-14,33.63,24.05,5.56,15.16,48.95
brisbane_urban,2011-12-15,31.99,24.68,1.53,10.06,75.32
brisbane_urban,2011-12-16,30.08,23.32,17.29,17.73,88.28
brisbane_urban,2011-12-17,23.36,18.7,7.8,20.12,68.47
brisbane_urban,2011-12-18,28.25,19.96,5.63,19.88,57.31
brisbane_urban,2011-12-19,28.1,20.75,9.9,12.7,44.03
brisbane_urban,2011-12-20,32.76,20.99,7.38,18.13,75.36
brisbane_urban,2011-12-21,30.23,17.81,5.03,13.76,54.38
brisbane_urban,2011-12-22,30.62,17.75,5.26,15.44,53.06
brisbane_urban,2011-12-23,32.42,17.37,0.0,19.07,74.09
brisbane_urban,2011-12-24,33.99,19.43,4.24,19.93,10.7
brisbane_urban,2011-12-25,33.61,19.71,3.63,13.71,55.96
brisbane_urban,2011-12-26,31.36,19.46,7.37,13.45,34.97
brisbane_urban,2011-12-27,29.36,21.05,4.99,20.53,65.45
brisbane_urban,2011-12-28,31.16,17.49,9.05,14.95,81.49
brisbane_urban,2011-12-29,30.03,18.7,6.44,4.82,64.7
brisbane_urban,2011-12-30,32.11,18.94,2.22,16.88,86.91
brisbane_urban,2011-12-31,28.76,22.45,12.72,12.55,60.54
brisbane_urban,2012-01-01,32.47,21.12,4.3,14.37,79.12
brisbane_urban,2012-01-02,30.35,21.46,8.55,17.46,33.67
brisbane_urban,2012-01-03,31.23,18.69,0.17,8.92,60.73
brisbane_urban,2012-01-04,27.3,20.86,9.55,18.08,37.76
brisbane_urban,2012-01-05,29.63,19.1,0.0,10.11,63.42
brisbane_urban,2012-01-06,31.46,19.2,14.83,12.83,52.91
brisbane_urban,2012-01-07,29.91,21.66,9.21,16.55,54.79
brisbane_urban,2012-01-08,24.52,19.45,5.16,11.14,54.58
brisbane_urban,2012-01-09,27.32,20.66,8.72,11.16,73.56
brisbane_urban,2012-01-10,31.27,20.32,0.45,16.64,60.75
brisbane_urban,2012-01-11,34.19,18.34,5.25,17.32,60.7
brisbane_urban,2012-01-12,29.87,19.67,9.52,14.85,58.15
brisbane_urban,2012-01-13,29.24,19.72,8.76,17.65,68.7
brisbane_urban,2012-01-14,33.1,20.13,6.15,29.59,54.65
brisbane_urban,2012-01-15,30.51,17.01,7.61,10.28,41.39
brisbane_urban,2012-01-16,32.34,19.38,11.06,7.66,72.39
brisbane_urban,2012-01-17,29.75,23.0,9.45,19.43,51.38
brisbane_urban,2012-01-18,29.48,21.96,0.0,11.36,62.19
brisbane_urban,2012-01-19,32.55,20.12,6.16,16.79,69.45
brisbane_urban,2012-01-20,32.18,18.4,6.28,17.62,41.95
brisbane_urban,2012-01-21,29.7,21.22,0.57,15.38,45.74
brisbane_urban,2012-01-22,27.69,23.13,1.45,16.47,36.53
brisbane_urban,2012-01-23,26.32,24.33,12.93,21.48,52.76
brisbane_urban,2012-01-24,26.64,19.83,2.93,13.35,73.85
brisbane_urban,2012-01-25,28.9,18.65,4.28,19.96,57.59
brisbane_urban,2012-01-26,31.26,22.03,2.59,10.9,79.15
brisbane_urban,2012-01-27,26.3,21.75,8.04,16.71,62.82
brisbane_urban,2012-01-28,26.45,20.97,7.43,17.18,49.36
brisbane_urban,2012-01-29,31.38,19.53,14.89,15.2,47.66
brisbane_urban,2012-01-30,34.34,18.03,3.74,18.86,81.59
brisbane_urban,2012-01-31,33.12,22.38,8.5,15.61,69.54
brisbane_urban,2012-02-01,25.78,22.84,0.0,16.61,55.08
brisbane_urban,2012-02-02,31.34,20.06,0.0,12.97,59.78
brisbane_urban,2012-02-03,32.73,24.59,12.11,11.93,51.04
brisbane_urban,2012-02-04,29.08,21.32,11.07,11.84,19.79
brisbane_urban,2012-02-05,29.7,20.39,8.08,13.26,58.93
brisbane_urban,2012-02-06,31.1,18.14,11.14,10.91,38.9
brisbane_urban,2012-02-07,31.46,16.97,1.22,21.92,52.1
brisbane_urban,2012-02-08,31.15,19.56,13.48,14.29,38.57
brisbane_urban,2012-02-09,31.99,21.46,1.37,15.32,54.62
brisbane_urban,2012-02-10,30.68,25.75,7.46,11.32,42.41
brisbane_urban,2012-02-11,28.55,20.72,18.46,22.48,58.32
brisbane_urban,2012-02-12,28.96,21.84,2.0,14.41,67.64
brisbane_urban,2012-02-13,28.09,18.68,12.02,13.23,61.85
brisbane_urban,2012-02-14,28.85,20.91,10.28,13.53,34.99
brisbane_urban,2012-02-15,31.36,20.58,3.5,14.52,32.04
brisbane_urban,2012-02-16,27.98,18.28,15.29,14.17,37.7
brisbane_urban,2012-02-17,32.55,23.26,1.76,10.5,72.24
brisbane_urban,2012-02-18,27.36,19.97,5.67,18.21,89.61
brisbane_urban,2012-02-19,30.29,22.65,8.7,11.28,46.61
brisbane_urban,2012-02-20,31.82,20.19,5.35,17.99,41.26
brisbane_urban,2012-02-21,30.81,19.38,19.74,10.47,77.32
brisbane_urban,2012-02-22,25.02,18.34,0.07,15.71,50.15
brisbane_urban,2012-02-23,29.92,19.23,12.98,11.5,55.15
brisbane_urban,2012-02-24,27.69,23.17,0.0,12.51,58.68
brisbane_urban,2012-02-25,26.17,17.91,0.0,16.72,45.88
brisbane_urban,2012-02-26,29.98,21.29,5.85,19.14,44.41
brisbane_urban,2012-02-27,26.24,19.08,8.9,21.36,54.77
brisbane_urban,2012-02-28,29.92,20.99,12.25,16.26,49.66
brisbane_urban,2012-02-29,32.89,20.09,12.75,14.91,29.01
brisbane_urban,2012-03-01,29.94,16.63,6.38,11.53,42.13
brisbane_urban,2012-03-02,28.54,19.86,7.69,8.61,53.42
brisbane_urban,2012-03-03,28.66,24.19,6.51,17.02,47.07
brisbane_urban,2012-03-04,31.28,20.04,12.25,13.93,62.72
brisbane_urban,2012-03-05,28.17,21.33,0.0,14.82,43.46
brisbane_urban,2012-03-06,27.7,19.87,2.32,13.36,82.21
brisbane_urban,2012-03-07,26.47,20.88,9.12,12.21,55.69
brisbane_urban,2012-03-08,26.49,17.49,9.97,17.06,55.9
brisbane_urban,2012-03-09,30.89,18.72,11.25,20.63,46.93
brisbane_urban,2012-03-10,27.37,20.85,4.84,10.43,50.53
brisbane_urban,2012-03-11,29.9,18.06,2.87,8.04,26.04
brisbane_urban,2012-03-12,30.03,21.11,8.24,13.74,54.26
brisbane_urban,2012-03-13,25.98,16.46,0.1,12.02,83.64
brisbane_urban,2012-03-14,26.3,18.72,12.49,18.64,67.43
brisbane_urban,2012-03-15,29.66,17.94,2.69,16.23,29.37
brisbane_urban,2012-03-16,28.49,24.23,3.67,21.06,58.05
brisbane_urban,2012-03-17,27.61,17.48,8.25,18.16,60.25
brisbane_urban,2012-03-18,29.13,19.17,1.56,14.72,76.19
brisbane_urban,2012-03-19,30.43,13.78,0.0,14.83,41.44
brisbane_urban,2012-03-20,27.72,15.51,9.92,15.65,87.4
brisbane_urban,2012-03-21,26.31,18.66,0.0,11.06,54.66
brisbane_urban,2012-03-22,27.95,17.31,5.82,15.73,40.39
brisbane_urban,2012-03-23,25.56,17.27,4.7,18.97,28.2
brisbane_urban,2012-03-24,27.84,17.0,0.0,11.92,50.74
brisbane_urban,2012-03-25,27.41,17.21,0.0,13.25,55.46
brisbane_urban,2012-03-26,25.28,13.76,6.06,16.35,35.08
brisbane_urban,2012-03-27,26.22,17.24,9.96,19.26,61.42
brisbane_urban,2012-03-28,26.33,16.86,0.94,11.38,59.79
brisbane_urban,2012-03-29,28.89,19.59,0.33,14.79,51.87
brisbane_urban,2012-03-30,24.78,18.98,7.11,13.78,38.7
brisbane_urban,2012-03-31,24.86,10.83,7.83,12.89,51.71
brisbane_urban,2012-04-01,25.86,15.34,8.38,7.31,78.88
brisbane_urban,2012-04-02,28.11,20.82,5.12,11.17,37.22
brisbane_urban,2012-04-03,28.43,18.75,1.69,9.44,24.56
brisbane_urban,2012-04-04,27.17,17.74,7.55,13.22,45.18
brisbane_urban,2012-04-05,28.21,15.45,3.6,12.06,38.44
brisbane_urban,2012-04-06,29.24,18.09,6.95,9.44,22.62
brisbane_urban,2012-04-07,26.64,13.02,1.54,12.63,56.37
brisbane_urban,2012-04-08,24.15,15.01,2.88,20.05,30.31
brisbane_urban,2012-04-09,25.86,16.91,6.19,11.16,28.58
brisbane_urban,2012-04-10,22.56,17.39,0.0,12.08,62.06
brisbane_urban,2012-04-11,26.86,16.43,9.7,12.6,70.6
brisbane_urban,2012-04-12,24.55,16.72,3.4,10.8,88.22
brisbane_urban,2012-04-13,25.96,16.11,0.0,7.79,25.88
brisbane_urban,2012-04-14,25.38,14.95,4.28,19.6,54.97
brisbane_urban,2012-04-15,24.54,18.49,1.52,6.82,27.88
brisbane_urban,2012-04-16,25.97,19.51,0.0,7.18,49.8
brisbane_urban,2012-04-17,25.0,15.22,12.18,15.76,46.21
brisbane_urban,2012-04-18,23.64,12.65,7.08,5.92,16.26
brisbane_urban,2012-04-19,22.37,14.61,2.55,15.75,56.14
brisbane_urban,2012-04-20,25.91,15.22,3.46,16.02,48.02
brisbane_urban,2012-04-21,21.91,10.06,4.36,10.16,56.94
brisbane_urban,2012-04-22,29.32,17.76,0.0,13.07,28.79
brisbane_urban,2012-04-23,27.96,13.31,14.89,12.7,79.25
brisbane_urban,2012-04-24,20.67,12.79,3.21,10.02,51.31
brisbane_urban,2012-04-25,26.12,13.76,11.09,10.64,52.19
brisbane_urban,2012-04-26,27.3,13.37,0.0,12.2,67.72
brisbane_urban,2012-04-27,22.9,14.43,5.49,11.08,46.63
brisbane_urban,2012-04-28,25.15,15.94,0.0,14.68,33.25
brisbane_urban,2012-04-29,23.86,16.91,0.0,12.1,62.85
brisbane_urban,2012-04-30,25.79,15.74,6.77,14.16,44.07
brisbane_urban,2012-05-01,22.87,11.82,3.53,11.18,60.65
brisbane_urban,2012-05-02,26.43,13.55,0.21,14.74,44.24
brisbane_urban,2012-05-03,23.44,13.92,0.0,15.55,78.39
brisbane_urban,2012-05-04,22.92,14.27,0.38,5.48,44.82
brisbane_urban,2012-05-05,25.24,14.57,3.68,13.7,35.9
brisbane_urban,2012-05-06,25.78,13.56,0.0,9.9,50.19
brisbane_urban,2012-05-07,17.6,13.1,2.94,10.75,37.86
brisbane_urban,2012-05-08,16.09,15.2,0.0,13.34,31.74
brisbane_urban,2012-05-09,24.11,12.8,0.0,12.64,64.8
brisbane_urban,2012-05-10,21.51,15.1,1.56,11.35,25.3
brisbane_urban,2012-05-11,19.77,14.69,0.0,14.44,59.73
brisbane_urban,2012-05-12,22.05,16.0,4.36,12.71,68.14
brisbane_urban,2012-05-13,30.18,13.19,2.5,9.39,38.82
brisbane_urban,2012-05-14,19.49,15.79,4.73,15.85,47.82
brisbane_urban,2012-05-15,24.94,11.85,7.04,15.69,31.1
brisbane_urban,2012-05-16,20.74,13.19,0.78,11.97,60.61
brisbane_urban,2012-05-17,18.93,14.02,0.0,9.93,23.92
brisbane_urban,2012-05-18,20.94,10.02,0.67,9.15,58.06
brisbane_urban,2012-05-19,18.83,11.29,0.0,17.67,43.05
brisbane_urban,2012-05-20,18.38,10.59,8.18,11.13,30.06
brisbane_urban,2012-05-21,20.41,11.84,0.02,12.25,32.15
brisbane_urban,2012-05-22,19.42,10.71,5.43,13.18,49.81
brisbane_urban,2012-05-23,21.7,12.03,8.17,2.0,24.44
brisbane_urban,2012-05-24,22.4,11.54,0.0,8.42,50.39
brisbane_urban,2012-05-25,19.93,11.01,1.85,19.3,44.57
brisbane_urban,2012-05-26,23.4,11.87,1.64,1.77,35.93
brisbane_urban,2012-05-27,20.09,9.95,11.35,6.28,49.04
brisbane_urban,2012-05-28,21.29,9.47,7.08,9.91,29.58
brisbane_urban,2012-05-29,16.17,8.66,0.0,7.98,37.27
brisbane_urban,2012-05-30,21.73,7.27,0.0,8.79,35.49
brisbane_urban,2012-05-31,27.08,9.63,0.0,7.34,22.12
brisbane_urban,2012-06-01,23.37,12.23,0.0,10.75,36.01
brisbane_urban,2012-06-02,20.88,10.54,0.0,12.57,17.38
brisbane_urban,2012-06-03,18.34,10.92,0.0,12.69,32.4
brisbane_urban,2012-06-04,25.25,9.93,1.27,8.38,14.7
brisbane_urban,2012-06-05,20.7,15.0,0.56,14.63,25.18
brisbane_urban,2012-06-06,19.35,11.04,6.23,11.7,26.56
brisbane_urban,2012-06-07,19.35,9.35,0.0,14.92,46.52
brisbane_urban,2012-06-08,26.09,8.21,0.0,12.15,25.77
brisbane_urban,2012-06-09,20.55,14.24,0.0,10.2,21.29
brisbane_urban,2012-06-10,21.91,7.32,0.0,10.25,34.19
brisbane_urban,2012-06-11,20.22,8.59,7.5,12.29,68.31
brisbane_urban,2012-06-12,20.5,8.52,4.64,15.45,14.81
brisbane_urban,2012-06-13,19.54,10.13,6.64,11.44,50.11
brisbane_urban,2012-06-14,24.11,10.93,5.1,11.71,44.83
brisbane_urban,2012-06-15,20.61,10.24,0.0,12.93,70.8
brisbane_urban,2012-06-16,16.92,9.23,0.0,4.72,43.78
brisbane_urban,2012-06-17,21.37,6.9,0.0,5.9,39.95
brisbane_urban,2012-06-18,20.05,14.0,7.71,11.64,39.78
brisbane_urban,2012-06-19,21.24,10.44,4.41,7.51,38.58
brisbane_urban,2012-06-20,19.41,11.06,2.4,9.91,49.57
brisbane_urban,2012-06-21,18.84,8.27,0.0,10.77,30.93
brisbane_urban,2012-06-22,22.38,9.05,0.0,19.24,84.43
brisbane_urban,2012-06-23,24.75,12.24,0.0,10.16,51.69
brisbane_urban,2012-06-24,15.42,4.76,3.43,3.36,35.86
brisbane_urban,2012-06-25,20.23,11.25,0.95,11.45,34.91
brisbane_urban,2012-06-26,18.63,8.98,3.58,14.28,38.34
brisbane_urban,2012-06-27,17.66,10.4,2.33,12.57,37.85
brisbane_urban,2012-06-28,14.52,13.11,4.14,12.31,48.11
brisbane_urban,2012-06-29,20.77,8.36,2.73,8.09,42.88
brisbane_urban,2012-06-30,18.63,3.43,5.34,9.18,60.32
brisbane_urban,2012-07-01,18.45,6.93,3.7,7.67,23.93
brisbane_urban,2012-07-02,22.78,9.33,0.0,8.05,37.78
brisbane_urban,2012-07-03,18.65,12.9,2.54,9.88,23.66
brisbane_urban,2012-07-04,18.52,8.39,1.71,13.82,31.11
brisbane_urban,2012-07-05,16.35,12.62,0.0,20.67,30.47
brisbane_urban,2012-07-06,17.4,4.07,0.22,11.09,49.9
brisbane_urban,2012-07-07,23.31,8.05,4.81,12.46,28.56
brisbane_urban,2012-07-08,21.16,11.42,2.7,2.11,59.1
brisbane_urban,2012-07-09,22.83,11.19,4.45,9.01,59.91
brisbane_urban,2012-07-10,17.49,4.8,0.43,15.9,48.83
brisbane_urban,2012-07-11,20.48,7.23,5.41,10.86,20.96
brisbane_urban,2012-07-12,22.18,8.76,3.71,10.16,59.6
brisbane_urban,2012-07-13,20.99,7.59,0.0,20.67,31.59
brisbane_urban,2012-07-14,23.49,11.61,0.0,14.68,33.02
brisbane_urban,2012-07-15,20.53,9.06,0.0,13.21,45.76
brisbane_urban,2012-07-16,19.51,5.84,0.0,10.28,25.12
brisbane_urban,2012-07-17,13.62,10.02,12.26,11.46,56.7
brisbane_urban,2012-07-18,20.55,10.14,7.71,17.99,49.94
brisbane_urban,2012-07-19,21.0,6.47,5.4,18.31,82.55
brisbane_urban,2012-07-20,22.37,7.04,2.22,8.62,42.48
brisbane_urban,2012-07-21,17.51,7.43,0.0,4.82,36.0
brisbane_urban,2012-07-22,19.42,12.01,0.0,10.67,68.07
brisbane_urban,2012-07-23,15.53,8.81,0.0,13.18,10.03
brisbane_urban,2012-07-24,15.48,4.15,0.0,16.83,41.44
brisbane_urban,2012-07-25,20.8,6.37,3.42,10.14,35.99
brisbane_urban,2012-07-26,22.69,10.6,0.9,9.29,56.51
brisbane_urban,2012-07-27,22.79,8.14,4.07,14.41,84.67
brisbane_urban,2012-07-28,20.64,6.35,1.32,7.29,27.96
brisbane_urban,2012-07-29,24.67,8.23,0.0,9.7,55.45
brisbane_urban,2012-07-30,18.59,11.24,0.0,10.55,59.02
brisbane_urban,2012-07-31,21.84,13.89,1.99,10.29,57.88
brisbane_urban,2012-08-01,16.31,8.99,1.5,15.03,41.86
brisbane_urban,2012-08-02,11.77,10.22,0.0,12.43,48.96
brisbane_urban,2012-08-03,18.44,8.94,0.0,8.68,23.99
brisbane_urban,2012-08-04,19.37,9.67,0.0,9.75,64.93
brisbane_urban,2012-08-05,20.28,7.18,0.0,20.38,22.17
brisbane_urban,2012-08-06,19.25,12.42,0.19,5.55,23.84
brisbane_urban,2012-08-07,20.65,8.26,3.84,4.04,34.21
brisbane_urban,2012-08-08,24.13,6.88,0.0,6.28,29.95
brisbane_urban,2012-08-09,21.65,7.64,0.0,11.7,45.08
brisbane_urban,2012-08-10,17.92,10.83,4.86,14.63,33.88
brisbane_urban,2012-08-11,13.59,7.87,6.54,10.27,25.64
brisbane_urban,2012-08-12,17.22,12.78,0.0,8.71,21.93
brisbane_urban,2012-08-13,23.3,10.89,0.0,8.13,56.63
brisbane_urban,2012-08-14,18.72,11.42,0.0,4.65,46.79
brisbane_urban,2012-08-15,21.72,8.65,1.75,16.33,19.43
brisbane_urban,2012-08-16,21.66,8.25,0.0,10.05,48.6
brisbane_urban,2012-08-17,19.97,9.73,0.0,11.55,34.3
brisbane_urban,2012-08-18,19.93,7.1,4.88,13.78,15.51
brisbane_urban,2012-08-19,18.53,10.8,1.67,15.67,20.65
brisbane_urban,2012-08-20,25.81,11.83,7.57,10.05,54.59
brisbane_urban,2012-08-21,17.9,8.34,0.82,7.67,59.7
brisbane_urban,2012-08-22,23.14,11.43,7.28,10.81,50.08
brisbane_urban,2012-08-23,22.47,10.53,0.0,10.44,28.63
brisbane_urban,2012-08-24,21.98,12.48,0.0,8.98,47.43
brisbane_urban,2012-08-25,20.2,13.7,0.0,6.53,47.19
brisbane_urban,2012-08-26,16.85,11.87,8.98,12.34,2.4
brisbane_urban,2012-08-27,17.74,10.08,0.0,15.64,48.76
brisbane_urban,2012-08-28,18.73,12.92,7.95,17.16,43.01
brisbane_urban,2012-08-29,21.65,10.44,0.0,8.41,75.4
brisbane_urban,2012-08-30,23.01,9.82,0.0,17.24,70.17
brisbane_urban,2012-08-31,21.63,9.13,4.08,7.26,39.27
brisbane_urban,2012-09-01,21.56,10.75,0.0,11.66,47.24
brisbane_urban,2012-09-02,23.58,12.82,2.37,14.83,42.54
brisbane_urban,2012-09-03,15.81,8.41,1.94,13.13,33.79
brisbane_urban,2012-09-04,15.59,8.02,1.91,16.17,20.47
brisbane_urban,2012-09-05,17.3,8.14,8.53,7.67,31.01
brisbane_urban,2012-09-06,23.55,13.14,2.28,10.65,34.34
brisbane_urban,2012-09-07,16.28,11.85,1.72,10.61,59.21
brisbane_urban,2012-09-08,21.35,14.29,0.0,15.34,44.61
brisbane_urban,2012-09-09,19.17,9.99,3.68,10.58,33.07
brisbane_urban,2012-09-10,21.91,8.52,3.31,12.24,30.63
brisbane_urban,2012-09-11,21.24,14.71,0.0,10.55,48.42
brisbane_urban,2012-09-12,22.3,9.75,5.62,12.75,37.25
brisbane_urban,2012-09-13,20.75,12.94,0.51,8.89,26.29
brisbane_urban,2012-09-14,23.59,8.6,4.08,7.64,28.28
brisbane_urban,2012-09-15,25.56,12.02,0.0,9.85,68.81
brisbane_urban,2012-09-16,25.14,11.35,5.66,8.41,40.61
brisbane_urban,2012-09-17,21.15,8.66,0.0,10.95,59.17
brisbane_urban,2012-09-18,19.98,16.04,4.68,14.44,16.32
brisbane_urban,2012-09-19,22.71,10.02,7.45,7.06,60.69
brisbane_urban,2012-09-20,27.24,10.0,3.58,10.33,54.78
brisbane_urban,2012-09-21,22.25,10.71,6.96,19.41,56.62
brisbane_urban,2012-09-22,24.57,7.45,0.0,5.57,19.43
brisbane_urban,2012-09-23,24.52,11.61,1.49,7.98,44.04
brisbane_urban,2012-09-24,24.57,10.99,0.0,12.99,31.44
brisbane_urban,2012-09-25,25.91,14.7,0.0,6.35,26.3
brisbane_urban,2012-09-26,19.52,13.31,0.0,11.55,15.82
brisbane_urban,2012-09-27,20.49,9.92,2.42,17.9,28.03
brisbane_urban,2012-09-28,23.11,11.37,6.34,9.9,27.09
brisbane_urban,2012-09-29,26.15,17.64,7.85,8.99,56.29
brisbane_urban,2012-09-30,26.24,10.99,0.0,6.47,35.56
brisbane_urban,2012-10-01,23.14,14.91,0.09,9.12,42.5
brisbane_urban,2012-10-02,25.84,11.7,0.0,11.41,63.01
brisbane_urban,2012-10-03,22.38,11.09,0.0,19.76,46.23
brisbane_urban,2012-10-04,21.46,12.2,1.06,11.68,34.58
brisbane_urban,2012-10-05,20.3,16.73,2.54,11.88,48.55
brisbane_urban,2012-10-06,23.37,10.36,1.19,12.24,33.9
brisbane_urban,2012-10-07,22.94,15.14,0.0,9.4,19.49
brisbane_urban,2012-10-08,26.4,16.48,6.96,4.24,51.6
brisbane_urban,2012-10-09,25.4,12.68,3.45,17.59,55.88
brisbane_urban,2012-10-10,24.22,16.19,4.47,14.69,43.42
brisbane_urban,2012-10-11,24.32,15.95,4.78,16.51,44.54
brisbane_urban,2012-10-12,23.22,12.43,5.58,13.49,40.32
brisbane_urban,2012-10-13,19.91,12.21,3.54,16.77,70.05
brisbane_urban,2012-10-14,21.5,14.07,0.0,7.35,51.51
brisbane_urban,2012-10-15,26.52,14.75,9.77,12.97,45.27
brisbane_urban,2012-10-16,24.3,13.8,5.88,14.64,61.88
brisbane_urban,2012-10-17,21.46,15.96,0.0,17.5,63.41
