area_id,date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,cloudcover_mean
costa_rica_cloud_forest,2011-10-22,21.12,12.69,6.08,2.16,79.24
costa_rica_cloud_forest,2011-10-23,22.36,14.53,2.15,9.87,76.15
costa_rica_cloud_forest,2011-10-24,22.81,15.04,7.97,11.87,78.82
costa_rica_cloud_forest,2011-10-25,22.04,13.66,0.69,7.67,88.2
costa_rica_cloud_forest,2011-10-26,22.61,15.07,0.0,10.21,89.02
costa_rica_cloud_forest,2011-10-27,21.61,13.73,1.1,8.32,82.75
costa_rica_cloud_forest,2011-10-28,22.68,12.22,9.01,14.2,84.75
costa_rica_cloud_forest,2011-10-29,24.49,15.38,1.07,17.35,94.75
costa_rica_cloud_forest,2011-10-30,20.71,13.8,8.34,14.85,81.75
costa_rica_cloud_forest,2011-10-31,22.51,14.28,4.78,7.75,74.99
costa_rica_cloud_forest,2011-11-01,20.86,13.78,7.85,11.61,79.26
costa_rica_cloud_forest,2011-11-02,20.67,12.35,0.01,12.1,90.06
costa_rica_cloud_forest,2011-11-03,20.24,12.65,0.0,3.98,74.27
costa_rica_cloud_forest,2011-11-04,22.52,14.16,2.09,6.0,88.17
costa_rica_cloud_forest,2011-11-05,22.15,12.74,5.51,11.36,86.22
costa_rica_cloud_forest,2011-11-06,21.96,14.37,0.0,5.32,87.44
costa_rica_cloud_forest,2011-11-07,24.21,12.72,1.1,10.96,73.85
costa_rica_cloud_forest,2011-11-08,23.63,12.95,0.0,10.66,92.18
costa_rica_cloud_forest,2011-11-09,21.34,14.69,2.57,7.82,94.76
costa_rica_cloud_forest,2011-11-10,17.45,14.51,9.35,15.82,71.97
costa_rica_cloud_forest,2011-11-11,20.39,12.91,0.64,10.95,100.0
costa_rica_cloud_forest,2011-11-12,21.91,14.11,5.28,12.46,78.05
costa_rica_cloud_forest,2011-11-13,22.69,12.65,2.78,8.23,83.92
costa_rica_cloud_forest,2011-11-14,22.12,14.72,0.65,6.98,81.79
costa_rica_cloud_forest,2011-11-15,23.09,11.66,10.4,9.41,99.3
costa_rica_cloud_forest,2011-11-16,25.28,14.5,3.64,13.84,89.64
costa_rica_cloud_forest,2011-11-17,24.09,12.59,5.1,10.9,70.87
costa_rica_cloud_forest,2011-11-18,21.51,12.39,6.15,10.56,62.55
costa_rica_cloud_forest,2011-11-19,20.44,14.15,0.0,14.22,73.69
costa_rica_cloud_forest,2011-11-20,21.63,16.81,9.74,8.66,92.2
costa_rica_cloud_forest,2011-11-21,19.8,16.62,8.1,13.63,81.02
costa_rica_cloud_forest,2011-11-22,20.29,14.47,4.58,10.28,69.58
costa_rica_cloud_forest,2011-11-23,22.98,15.39,7.64,6.02,79.17
costa_rica_cloud_forest,2011-11-24,22.21,15.9,5.25,8.04,73.82
costa_rica_cloud_forest,2011-11-25,21.73,13.55,6.81,9.79,83.26
costa_rica_cloud_forest,2011-11-26,24.02,14.75,9.55,12.48,82.11
costa_rica_cloud_forest,2011-11-27,24.64,16.03,10.3,14.7,69.64
costa_rica_cloud_forest,2011-11-28,24.21,14.33,5.05,10.24,92.5
costa_rica_cloud_forest,2011-11-29,23.19,14.53,10.26,8.9,79.01
costa_rica_cloud_forest,2011-11-30,22.25,15.93,4.71,13.62,96.1
costa_rica_cloud_forest,2011-12-01,25.24,14.21,6.34,12.31,77.49
costa_rica_cloud_forest,2011-12-02,22.38,14.79,2.75,10.42,72.04
costa_rica_cloud_forest,2011-12-03,24.88,13.91,6.82,8.59,89.15
costa_rica_cloud_forest,2011-12-04,23.86,12.89,0.16,14.02,80.86
costa_rica_cloud_forest,2011-12-05,22.78,16.66,12.36,15.0,93.79
costa_rica_cloud_forest,2011-12-06,26.77,15.2,0.2,7.49,83.65
costa_rica_cloud_forest,2011-12-07,24.41,14.34,2.38,9.52,92.1
costa_rica_cloud_forest,2011-12-08,20.66,15.2,6.09,7.29,78.96
costa_rica_cloud_forest,2011-12-09,19.05,13.36,12.54,16.12,93.05
costa_rica_cloud_forest,2011-12-10,24.72,15.3,10.95,13.73,82.03
costa_rica_cloud_forest,2011-12-11,24.09,11.97,6.75,11.91,92.74
costa_rica_cloud_forest,2011-12-12,24.86,14.8,4.01,9.7,88.11
costa_rica_cloud_forest,2011-12-13,25.41,14.1,3.18,6.83,92.23
costa_rica_cloud_forest,2011-12-14,20.7,14.22,2.4,16.0,93.5
costa_rica_cloud_forest,2011-12-15,22.37,14.76,6.15,3.77,72.28
costa_rica_cloud_forest,2011-12-16,20.75,14.88,6.22,11.9,85.83
costa_rica_cloud_forest,2011-12-17,24.42,14.41,12.25,12.35,78.89
costa_rica_cloud_forest,2011-12-18,24.05,14.47,6.42,14.9,85.19
costa_rica_cloud_forest,2011-12-19,24.17,13.49,12.76,11.49,96.86
costa_rica_cloud_forest,2011-12-20,22.04,15.14,13.38,13.92,75.6
costa_rica_cloud_forest,2011-12-21,22.66,16.36,18.36,11.13,68.94
costa_rica_cloud_forest,2011-12-22,21.92,16.22,10.57,8.75,85.78
costa_rica_cloud_forest,2011-12-23,22.63,15.05,9.36,9.19,90.66
costa_rica_cloud_forest,2011-12-24,25.52,16.56,11.05,13.29,91.57
costa_rica_cloud_forest,2011-12-25,24.19,15.1,10.21,11.6,98.35
costa_rica_cloud_forest,2011-12-26,23.5,16.06,11.09,13.17,88.83
costa_rica_cloud_forest,2011-12-27,24.44,14.66,1.21,11.43,75.48
costa_rica_cloud_forest,2011-12-28,25.34,16.68,5.71,9.85,98.42
costa_rica_cloud_forest,2011-12-29,21.31,15.01,0.0,7.59,69.11
costa_rica_cloud_forest,2011-12-30,21.55,16.27,17.2,13.16,94.36
costa_rica_cloud_forest,2011-12-31,24.35,14.65,2.64,14.3,96.4
costa_rica_cloud_forest,2012-01-01,25.7,14.98,14.47,11.04,95.48
costa_rica_cloud_forest,2012-01-02,24.3,14.1,8.65,15.1,75.18
costa_rica_cloud_forest,2012-01-03,25.0,15.87,8.87,14.73,85.6
costa_rica_cloud_forest,2012-01-04,24.23,14.81,13.08,14.16,88.42
costa_rica_cloud_forest,2012-01-05,22.27,16.54,2.13,16.4,81.69
costa_rica_cloud_forest,2012-01-06,26.44,16.83,15.52,13.87,87.72
costa_rica_cloud_forest,2012-01-07,24.93,16.84,10.45,9.31,55.49
costa_rica_cloud_forest,2012-01-08,21.33,15.54,10.06,11.71,84.37
costa_rica_cloud_forest,2012-01-09,22.36,13.85,23.58,7.96,86.06
costa_rica_cloud_forest,2012-01-10,23.02,15.83,14.67,11.23,100.0
costa_rica_cloud_forest,2012-01-11,24.72,12.94,9.84,6.02,89.53
costa_rica_cloud_forest,2012-01-12,24.11,16.1,1.81,8.22,75.02
costa_rica_cloud_forest,2012-01-13,23.01,15.74,7.43,10.12,67.49
costa_rica_cloud_forest,2012-01-14,25.2,14.31,3.26,13.04,79.62
costa_rica_cloud_forest,2012-01-15,24.03,15.11,6.4,11.87,90.54
costa_rica_cloud_forest,2012-01-16,22.29,14.97,8.62,10.8,56.05
costa_rica_cloud_forest,2012-01-17,26.81,16.66,6.67,14.72,89.34
costa_rica_cloud_forest,2012-01-18,23.8,16.61,9.87,10.79,86.85
costa_rica_cloud_forest,2012-01-19,25.27,15.88,8.17,7.44,84.06
costa_rica_cloud_forest,2012-01-20,23.85,16.66,10.07,16.61,82.31
costa_rica_cloud_forest,2012-01-21,22.69,14.45,8.88,12.54,92.69
costa_rica_cloud_forest,2012-01-22,21.81,18.54,10.54,11.11,86.38
costa_rica_cloud_forest,2012-01-23,24.22,16.15,9.2,15.97,86.34
costa_rica_cloud_forest,2012-01-24,21.72,16.6,17.91,13.38,100.0
costa_rica_cloud_forest,2012-01-25,23.41,14.21,14.6,11.17,91.77
costa_rica_cloud_forest,2012-01-26,25.05,16.04,6.12,10.16,74.71
costa_rica_cloud_forest,2012-01-27,23.96,14.6,2.41,8.17,100.0
costa_rica_cloud_forest,2012-01-28,24.45,13.67,14.17,9.47,87.63
costa_rica_cloud_forest,2012-01-29,22.82,15.56,17.9,12.38,84.12
costa_rica_cloud_forest,2012-01-30,23.31,14.25,8.98,16.43,94.34
costa_rica_cloud_forest,2012-01-31,24.24,15.29,8.74,16.84,100.0
costa_rica_cloud_forest,2012-02-01,24.33,12.33,12.46,11.71,88.71
costa_rica_cloud_forest,2012-02-02,24.86,15.9,2.72,10.06,84.1
costa_rica_cloud_forest,2012-02-03,23.84,15.12,7.38,15.87,82.77
costa_rica_cloud_forest,2012-02-04,21.12,17.61,2.82,12.24,100.0
costa_rica_cloud_forest,2012-02-05,25.64,12.97,9.37,10.15,100.0
costa_rica_cloud_forest,2012-02-06,24.74,14.98,7.54,8.82,68.93
costa_rica_cloud_forest,2012-02-07,26.96,17.09,11.4,10.8,68.78
costa_rica_cloud_forest,2012-02-08,23.65,17.41,16.52,5.18,90.63
costa_rica_cloud_forest,2012-02-09,22.77,16.67,18.5,11.88,82.45
costa_rica_cloud_forest,2012-02-10,24.67,17.64,11.74,9.94,88.32
costa_rica_cloud_forest,2012-02-11,25.34,16.06,10.38,8.76,82.19
costa_rica_cloud_forest,2012-02-12,25.51,14.74,12.3,10.64,91.04
costa_rica_cloud_forest,2012-02-13,22.97,15.2,10.68,12.06,85.58
costa_rica_cloud_forest,2012-02-14,25.84,14.82,15.77,13.81,87.55
costa_rica_cloud_forest,2012-02-15,23.64,16.48,2.38,13.68,83.12
costa_rica_cloud_forest,2012-02-16,25.93,16.42,10.59,12.61,90.58
costa_rica_cloud_forest,2012-02-17,23.62,15.14,14.07,12.31,94.35
costa_rica_cloud_forest,2012-02-18,21.68,16.15,8.72,16.8,92.67
costa_rica_cloud_forest,2012-02-19,25.89,17.19,0.0,13.35,82.13
costa_rica_cloud_forest,2012-02-20,22.41,15.05,10.21,10.57,93.16
costa_rica_cloud_forest,2012-02-21,21.36,16.81,2.03,13.21,98.46
costa_rica_cloud_forest,2012-02-22,24.49,18.04,12.98,7.86,78.43
costa_rica_cloud_forest,2012-02-23,22.4,14.51,11.13,12.52,100.0
costa_rica_cloud_forest,2012-02-24,22.88,15.82,4.06,14.26,99.33
costa_rica_cloud_forest,2012-02-25,25.22,17.08,10.41,8.47,92.23
costa_rica_cloud_forest,2012-02-26,24.68,13.52,18.72,12.77,85.35
costa_rica_cloud_forest,2012-02-27,25.29,17.69,6.15,9.1,77.51
costa_rica_cloud_forest,2012-02-28,24.28,16.72,3.4,12.36,89.3
costa_rica_cloud_forest,2012-02-29,25.6,16.77,9.42,11.19,100.0
costa_rica_cloud_forest,2012-03-01,23.23,14.17,12.96,14.37,85.77
costa_rica_cloud_forest,2012-03-02,22.1,15.39,8.16,11.12,95.09
costa_rica_cloud_forest,2012-03-03,23.5,15.94,6.62,5.36,93.61
costa_rica_cloud_forest,2012-03-04,25.21,17.56,10.31,15.65,95.7
costa_rica_cloud_forest,2012-03-05,23.41,15.65,4.08,13.65,100.0
costa_rica_cloud_forest,2012-03-06,27.07,15.58,0.0,11.72,91.81
costa_rica_cloud_forest,2012-03-07,21.66,12.54,9.37,11.87,97.67
costa_rica_cloud_forest,2012-03-08,25.35,13.91,10.37,11.19,65.01
costa_rica_cloud_forest,2012-03-09,24.02,15.56,1.79,13.19,100.0
costa_rica_cloud_forest,2012-03-10,24.17,16.21,17.82,13.67,91.17
costa_rica_cloud_forest,2012-03-11,21.4,16.7,11.02,14.57,84.46
costa_rica_cloud_forest,2012-03-12,24.27,13.15,8.03,10.56,74.77
costa_rica_cloud_forest,2012-03-13,23.58,15.6,5.65,5.38,98.53
costa_rica_cloud_forest,2012-03-14,21.01,15.69,4.81,12.82,79.18
costa_rica_cloud_forest,2012-03-15,24.06,14.0,9.77,9.0,85.13
costa_rica_cloud_forest,2012-03-16,24.04,15.34,0.0,4.98,86.47
costa_rica_cloud_forest,2012-03-17,22.78,15.28,1.69,12.84,85.45
costa_rica_cloud_forest,2012-03-18,24.13,16.42,11.23,13.89,76.61
costa_rica_cloud_forest,2012-03-19,21.22,15.58,3.92,17.29,82.51
costa_rica_cloud_forest,2012-03-20,26.44,15.8,13.94,7.04,94.81
costa_rica_cloud_forest,2012-03-21,21.61,13.47,9.14,8.27,99.33
costa_rica_cloud_forest,2012-03-22,24.39,14.05,3.79,10.87,70.64
costa_rica_cloud_forest,2012-03-23,24.93,15.44,6.14,11.17,100.0
costa_rica_cloud_forest,2012-03-24,21.04,15.15,4.86,10.42,79.66
costa_rica_cloud_forest,2012-03-25,24.07,14.65,11.03,13.69,80.11
costa_rica_cloud_forest,2012-03-26,24.11,13.22,3.2,6.65,78.15
costa_rica_cloud_forest,2012-03-27,26.17,15.57,2.42,9.61,93.26
costa_rica_cloud_forest,2012-03-28,24.7,16.18,11.69,14.55,92.64
costa_rica_cloud_forest,2012-03-29,24.73,14.38,13.46,10.77,82.85
costa_rica_cloud_forest,2012-03-30,23.43,15.13,19.54,16.49,94.92
costa_rica_cloud_forest,2012-03-31,21.52,12.76,7.37,8.25,74.02
costa_rica_cloud_forest,2012-04-01,22.9,15.14,7.07,14.26,81.42
costa_rica_cloud_forest,2012-04-02,21.95,15.34,2.43,13.04,97.07
costa_rica_cloud_forest,2012-04-03,24.46,13.59,17.95,8.53,87.49
costa_rica_cloud_forest,2012-04-04,24.84,15.07,7.7,11.53,86.95
costa_rica_cloud_forest,2012-04-05,23.62,14.26,6.72,13.49,100.0
costa_rica_cloud_forest,2012-04-06,21.91,11.57,9.99,13.65,90.99
costa_rica_cloud_forest,2012-04-07,24.73,14.14,11.85,11.89,82.8
costa_rica_cloud_forest,2012-04-08,19.62,17.08,3.96,7.1,69.01
costa_rica_cloud_forest,2012-04-09,23.27,12.74,7.21,6.5,64.62
costa_rica_cloud_forest,2012-04-10,21.84,15.44,3.22,14.67,92.29
costa_rica_cloud_forest,2012-04-11,24.51,16.32,1.95,9.46,86.26
costa_rica_cloud_forest,2012-04-12,24.32,15.63,10.33,11.88,75.44
costa_rica_cloud_forest,2012-04-13,24.42,14.6,8.24,11.64,75.1
costa_rica_cloud_forest,2012-04-14,21.76,12.43,6.26,10.42,69.99
costa_rica_cloud_forest,2012-04-15,22.84,15.21,8.44,14.2,85.04
costa_rica_cloud_forest,2012-04-16,21.76,16.89,3.99,11.64,80.89
costa_rica_cloud_forest,2012-04-17,24.38,14.26,10.13,10.79,88.88
costa_rica_cloud_forest,2012-04-18,22.18,15.83,5.0,13.75,73.35
costa_rica_cloud_forest,2012-04-19,22.79,13.38,0.0,7.86,87.25
costa_rica_cloud_forest,2012-04-20,20.36,14.78,4.95,12.37,79.41
costa_rica_cloud_forest,2012-04-21,22.68,13.72,11.19,17.43,82.17
costa_rica_cloud_forest,2012-04-22,21.99,14.07,14.36,8.32,82.33
costa_rica_cloud_forest,2012-04-23,24.06,11.04,2.73,13.66,76.88
costa_rica_cloud_forest,2012-04-24,23.28,15.71,1.97,10.23,77.46
costa_rica_cloud_forest,2012-04-25,19.91,16.77,8.17,13.94,81.3
costa_rica_cloud_forest,2012-04-26,22.98,13.82,16.12,8.49,86.45
costa_rica_cloud_forest,2012-04-27,20.81,16.77,2.27,7.16,94.4
costa_rica_cloud_forest,2012-04-28,25.28,13.94,0.0,9.56,83.39
costa_rica_cloud_forest,2012-04-29,22.26,13.3,0.0,8.16,74.86
costa_rica_cloud_forest,2012-04-30,18.62,14.19,9.07,13.57,79.69
costa_rica_cloud_forest,2012-05-01,23.33,13.96,4.51,10.02,100.0
costa_rica_cloud_forest,2012-05-02,21.22,14.64,1.88,6.04,72.69
costa_rica_cloud_forest,2012-05-03,23.61,16.14,1.51,6.07,100.0
costa_rica_cloud_forest,2012-05-04,24.06,14.58,5.73,5.52,87.01
costa_rica_cloud_forest,2012-05-05,20.21,15.03,0.24,13.93,84.03
costa_rica_cloud_forest,2012-05-06,21.99,13.45,0.0,6.32,70.25
costa_rica_cloud_forest,2012-05-07,19.48,13.23,0.74,10.66,92.99
costa_rica_cloud_forest,2012-05-08,20.94,14.74,5.31,8.57,92.64
costa_rica_cloud_forest,2012-05-09,24.35,15.4,1.86,7.35,54.55
costa_rica_cloud_forest,2012-05-10,20.86,13.94,9.5,10.35,82.15
costa_rica_cloud_forest,2012-05-11,21.1,15.4,12.85,10.06,75.07
costa_rica_cloud_forest,2012-05-12,20.8,17.15,7.03,9.9,85.81
costa_rica_cloud_forest,2012-05-13,21.29,14.21,0.0,15.21,85.15
costa_rica_cloud_forest,2012-05-14,23.69,14.87,7.85,13.12,84.9
costa_rica_cloud_forest,2012-05-15,22.86,15.26,0.0,8.88,88.39
costa_rica_cloud_forest,2012-05-16,20.21,12.38,4.83,7.6,78.58
costa_rica_cloud_forest,2012-05-17,23.58,13.4,6.15,8.22,78.54
costa_rica_cloud_forest,2012-05-18,19.18,13.9,0.0,6.12,100.0
costa_rica_cloud_forest,2012-05-19,21.54,12.58,4.35,10.13,73.72
costa_rica_cloud_forest,2012-05-20,20.28,15.09,1.82,4.43,83.7
costa_rica_cloud_forest,2012-05-21,20.0,12.11,3.97,7.66,68.42
costa_rica_cloud_forest,2012-05-22,22.14,9.81,0.0,5.41,87.04
costa_rica_cloud_forest,2012-05-23,22.21,13.0,0.0,7.53,81.8
costa_rica_cloud_forest,2012-05-24,23.42,17.14,7.9,8.57,94.84
costa_rica_cloud_forest,2012-05-25,23.94,10.81,3.98,5.96,77.62
costa_rica_cloud_forest,2012-05-26,22.98,17.73,0.68,9.24,90.51
costa_rica_cloud_forest,2012-05-27,20.03,14.26,1.42,13.54,72.72
costa_rica_cloud_forest,2012-05-28,21.42,12.53,9.12,14.82,75.76
costa_rica_cloud_forest,2012-05-29,21.53,12.57,7.49,7.78,81.29
costa_rica_cloud_forest,2012-05-30,19.28,13.47,0.0,7.13,86.09
costa_rica_cloud_forest,2012-05-31,21.16,13.26,7.7,11.58,85.5
costa_rica_cloud_forest,2012-06-01,19.99,15.67,0.49,6.16,83.62
costa_rica_cloud_forest,2012-06-02,22.34,13.04,1.48,6.71,75.15
costa_rica_cloud_forest,2012-06-03,20.68,14.45,0.0,10.86,68.39
costa_rica_cloud_forest,2012-06-04,20.62,13.99,0.0,9.34,80.51
costa_rica_cloud_forest,2012-06-05,17.11,12.36,0.0,11.72,94.52
costa_rica_cloud_forest,2012-06-06,21.75,12.81,0.0,9.88,81.81
costa_rica_cloud_forest,2012-06-07,19.93,14.14,11.76,12.92,74.44
costa_rica_cloud_forest,2012-06-08,21.78,14.13,5.03,8.85,87.16
costa_rica_cloud_forest,2012-06-09,21.73,14.95,2.25,11.97,87.3
costa_rica_cloud_forest,2012-06-10,21.49,14.75,4.31,12.14,94.53
costa_rica_cloud_forest,2012-06-11,21.15,13.96,4.95,12.52,89.71
costa_rica_cloud_forest,2012-06-12,21.03,12.31,4.02,8.68,86.22
costa_rica_cloud_forest,2012-06-13,21.04,13.19,13.22,9.67,80.87
costa_rica_cloud_forest,2012-06-14,19.65,14.66,3.22,6.74,66.38
costa_rica_cloud_forest,2012-06-15,19.74,12.59,0.0,12.17,66.29
costa_rica_cloud_forest,2012-06-16,19.32,14.9,0.0,10.05,68.58
costa_rica_cloud_forest,2012-06-17,20.86,10.51,0.0,8.81,78.34
costa_rica_cloud_forest,2012-06-18,20.43,13.12,0.0,7.38,63.44
costa_rica_cloud_forest,2012-06-19,20.56,13.13,0.2,15.67,62.0
costa_rica_cloud_forest,2012-06-20,22.4,12.8,4.31,12.28,79.21
costa_rica_cloud_forest,2012-06-21,20.14,12.44,10.53,8.21,78.31
costa_rica_cloud_forest,2012-06-22,19.43,12.97,4.38,12.65,58.91
costa_rica_cloud_forest,2012-06-23,22.23,14.67,7.06,11.01,81.61
costa_rica_cloud_forest,2012-06-24,21.04,13.15,0.52,11.41,64.92
costa_rica_cloud_forest,2012-06-25,20.08,13.2,2.39,7.67,71.96
costa_rica_cloud_forest,2012-06-26,22.81,12.38,7.36,9.03,77.17
costa_rica_cloud_forest,2012-06-27,21.86,12.62,0.0,8.09,66.86
costa_rica_cloud_forest,2012-06-28,22.87,13.79,3.9,1.77,83.79
costa_rica_cloud_forest,2012-06-29,22.76,12.6,0.0,11.51,81.87
costa_rica_cloud_forest,2012-06-30,20.8,14.83,0.78,9.03,67.33
costa_rica_cloud_forest,2012-07-01,17.47,12.43,3.01,10.25,71.91
costa_rica_cloud_forest,2012-07-02,21.03,11.42,0.0,5.83,75.22
costa_rica_cloud_forest,2012-07-03,22.6,13.69,0.0,7.71,81.86
costa_rica_cloud_forest,2012-07-04,21.8,13.18,1.81,3.19,79.16
costa_rica_cloud_forest,2012-07-05,21.59,12.9,3.6,12.31,79.89
costa_rica_cloud_forest,2012-07-06,17.46,14.61,7.21,8.62,71.1
costa_rica_cloud_forest,2012-07-07,16.66,12.7,3.56,6.13,76.98
costa_rica_cloud_forest,2012-07-08,21.88,12.04,0.0,9.93,57.43
costa_rica_cloud_forest,2012-07-09,19.4,12.63,1.89,5.01,85.72
costa_rica_cloud_forest,2012-07-10,18.83,11.25,0.0,13.26,76.08
costa_rica_cloud_forest,2012-07-11,16.53,13.5,6.3,6.4,73.19
costa_rica_cloud_forest,2012-07-12,22.84,12.72,1.85,4.75,64.97
costa_rica_cloud_forest,2012-07-13,20.33,11.59,0.0,9.32,90.23
costa_rica_cloud_forest,2012-07-14,21.78,9.39,0.0,7.91,68.63
costa_rica_cloud_forest,2012-07-15,18.76,12.57,5.34,7.28,70.17
costa_rica_cloud_forest,2012-07-16,21.31,14.57,0.27,7.03,83.77
costa_rica_cloud_forest,2012-07-17,19.27,12.96,0.0,11.77,65.9
costa_rica_cloud_forest,2012-07-18,20.81,14.44,0.0,7.54,84.84
costa_rica_cloud_forest,2012-07-19,21.2,11.98,1.86,9.0,82.89
costa_rica_cloud_forest,2012-07-20,18.7,9.97,1.07,4.42,89.91
costa_rica_cloud_forest,2012-07-21,18.06,13.55,7.63,7.75,82.32
costa_rica_cloud_forest,2012-07-22,19.2,13.72,0.99,10.69,74.14
costa_rica_cloud_forest,2012-07-23,19.77,13.37,3.3,9.85,59.05
costa_rica_cloud_forest,2012-07-24,20.34,9.47,0.0,9.62,83.77
costa_rica_cloud_forest,2012-07-25,19.61,12.49,0.0,8.1,60.57
costa_rica_cloud_forest,2012-07-26,18.01,14.45,0.0,9.53,69.14
costa_rica_cloud_forest,2012-07-27,18.89,12.71,4.14,9.58,83.18
costa_rica_cloud_forest,2012-07-28,20.39,12.92,0.0,12.8,78.02
costa_rica_cloud_forest,2012-07-29,19.37,12.5,8.17,9.52,69.63
costa_rica_cloud_forest,2012-07-30,19.98,12.98,7.72,6.81,73.8
costa_rica_cloud_forest,2012-07-31,19.26,12.86,0.0,11.92,59.77
costa_rica_cloud_forest,2012-08-01,20.48,11.58,0.0,6.46,76.53
costa_rica_cloud_forest,2012-08-02,19.99,11.46,0.0,6.59,62.82
costa_rica_cloud_forest,2012-08-03,18.79,12.3,1.89,7.51,79.11
costa_rica_cloud_forest,2012-08-04,18.76,12.72,4.02,8.8,50.84
costa_rica_cloud_forest,2012-08-05,20.15,12.83,0.0,9.72,66.32
costa_rica_cloud_forest,2012-08-06,18.26,13.34,3.61,7.16,71.82
costa_rica_cloud_forest,2012-08-07,19.7,15.95,0.0,2.28,68.71
costa_rica_cloud_forest,2012-08-08,20.44,11.44,0.0,8.53,60.96
costa_rica_cloud_forest,2012-08-09,24.27,14.04,3.44,11.48,88.4
costa_rica_cloud_forest,2012-08-10,20.14,10.59,0.0,1.8,70.9
costa_rica_cloud_forest,2012-08-11,18.19,11.6,0.0,3.95,57.12
costa_rica_cloud_forest,2012-08-12,18.57,11.92,0.0,9.38,72.27
costa_rica_cloud_forest,2012-08-13,21.45,12.02,0.0,6.99,69.52
costa_rica_cloud_forest,2012-08-14,18.01,11.56,4.41,7.7,67.99
costa_rica_cloud_forest,2012-08-15,20.51,13.64,0.0,4.54,74.76
costa_rica_cloud_forest,2012-08-16,17.61,10.49,0.0,0.37,71.36
costa_rica_cloud_forest,2012-08-17,21.1,12.4,0.0,5.16,70.73
costa_rica_cloud_forest,2012-08-18,19.67,10.85,8.26,5.73,70.57
costa_rica_cloud_forest,2012-08-19,20.3,11.45,0.0,4.85,63.91
costa_rica_cloud_forest,2012-08-20,21.19,12.35,5.17,13.42,66.15
costa_rica_cloud_forest,2012-08-21,15.8,12.93,0.0,10.68,62.29
costa_rica_cloud_forest,2012-08-22,22.06,14.75,10.56,10.55,76.72
costa_rica_cloud_forest,2012-08-23,20.09,13.35,1.67,5.1,87.63
costa_rica_cloud_forest,2012-08-24,19.63,13.07,0.19,9.48,58.25
costa_rica_cloud_forest,2012-08-25,20.14,12.62,5.47,10.8,62.45
costa_rica_cloud_forest,2012-08-26,20.27,14.09,0.0,6.34,68.71
costa_rica_cloud_forest,2012-08-27,19.18,12.8,4.46,7.09,66.85
costa_rica_cloud_forest,2012-08-28,18.39,12.38,1.4,13.33,72.64
